Actual,Predicted,Churn_Yes (Test Data),Match
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,1,1.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,1,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,1,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,1,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
1.0,0,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
1.0,1,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,1,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,1,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
1.0,0,1.0,True
1.0,0,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,1,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,0,1.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
1.0,1,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,0,1.0,True
0.0,0,0.0,True
0.0,0,0.0,True
0.0,0,0.0,True
1.0,1,1.0,True
0.0,0,0.0,True
